nPixels,averageFastTimes,averageLargeTimes,stdFastTimes,stdLargeTimes,averageFastMemory,averageLargeMemory,stdFastMemory,stdLargeMemory
100.0,0.013981783296912909,0.02857011682353914,0.005488651178720417,0.003100704066090603,0.11741256713867188,0.06275997161865235,0.03334808349609375,0.00032106836400186964
14400.0,0.08140089982189239,0.19660500842146575,0.007767832475489846,0.024660924726446664,6.672678375244141,1.23704833984375,0.10580902099609374,6.103515625e-06
52900.0,0.1521385916043073,0.5152962667867541,0.029133077034091997,0.036053272327172405,24.436050415039062,4.468096923828125,0.3847503662109375,6.103515625e-06
115600.0,0.19314581654034554,0.9108959502540529,0.01733049527704252,0.03141532314084474,53.36506576538086,9.73009033203125,0.8392166137695312,6.103515625000001e-06
202500.0,0.32197784981690347,1.2155554584693165,0.0015102146618566773,0.015342901140645116,93.45965118408203,17.023028564453124,1.4690612792968751,6.103515625000001e-06
313600.0,0.4894750416278839,1.6201656579505652,0.008218306440260814,0.021259823672152615,144.7198173522949,26.34691162109375,2.274305725097656,6.103515625000001e-06
448900.0,0.7072719084564596,2.069235825026408,0.012127248334280997,0.01467791185577159,207.14556427001952,37.70173950195313,3.254949951171875,6.1035156249999995e-06
608400.0,0.9300056081730872,2.6068861166480928,0.008339251849470113,0.0031772409431562922,280.73689193725585,51.08751220703125,4.410993957519532,6.1035156249999995e-06
792100.0,1.2017516915686428,3.212843191763386,0.006046606815693616,0.0140695419700434,365.4938003540039,66.50422973632813,5.742437744140625,6.1035156249999995e-06
1000000.0,1.5986253334209324,3.9722203332930803,0.08287025366884507,0.11537511779346038,461.41628952026366,83.95189208984375,7.249281311035157,6.1035156249999995e-06
